"Steps"	"weightUpdate"	"Level"	"PotentialEnergy"	"1 Weight"	"0.75 Weight"	"0.5 Weight"	"0.3 Weight"	"0.1 Weight"	"0.05 Weight"	"0.01 Weight"	"0.005 Weight"	"0.001 Weight"	"0 Weight"
101000	1	0	-12469.5	0	0	0	0	0	0	0	0	0	-1
102000	1	0	-12509	0	0	0	0	0	0	0	0	0	-2
103000	1	0	-12483.6	0	0	0	0	0	0	0	0	0	-2
104000	1	0	-12544.7	0	0	0	0	0	0	0	0	0	-3
105000	1	0.001	-12395.1	0	0	0	0	0	0	0	0	-1	-3
106000	1	0.001	-12471.4	0	0	0	0	0	0	0	0	-1	-3
107000	1	0.001	-12659.7	0	0	0	0	0	0	0	0	-2	-3
108000	1	0.005	-12397.8	0	0	0	0	0	0	0	-1	-2	-3
109000	1	0.005	-12389.1	0	0	0	0	0	0	0	-1	-2	-3
110000	1	0	-12472.2	0	0	0	0	0	0	0	-1	-2	-4
111000	1	0	-12193.6	0	0	0	0	0	0	0	-1	-2	-5
112000	1	0	-12476.5	0	0	0	0	0	0	0	-1	-2	-5
113000	1	0	-12440.9	0	0	0	0	0	0	0	-1	-2	-6
114000	1	0	-12398.5	0	0	0	0	0	0	0	-1	-2	-7
115000	1	0	-12455.7	0	0	0	0	0	0	0	-1	-2	-7
116000	1	0	-12677.7	0	0	0	0	0	0	0	-1	-2	-8
117000	1	0	-12344	0	0	0	0	0	0	0	-1	-2	-9
118000	1	0	-12411.9	0	0	0	0	0	0	0	-1	-2	-9
119000	1	0	-12603.5	0	0	0	0	0	0	0	-1	-2	-10
120000	1	0	-12501.5	0	0	0	0	0	0	0	-1	-2	-11
121000	1	0	-12537.3	0	0	0	0	0	0	0	-1	-2	-11
122000	1	0	-12365.1	0	0	0	0	0	0	0	-1	-2	-12
123000	1	0	-12473.6	0	0	0	0	0	0	0	-1	-2	-13
124000	1	0	-12493.7	0	0	0	0	0	0	0	-1	-2	-13
125000	1	0.001	-12437.3	0	0	0	0	0	0	0	-1	-3	-13
126000	1	0.01	-12546	0	0	0	0	0	0	-1	-1	-3	-13
127000	1	0.01	-12471.2	0	0	0	0	0	0	-1	-1	-3	-13
128000	1	0.05	-12738.6	0	0	0	0	0	-1	-1	-1	-3	-13
129000	1	0.005	-12659	0	0	0	0	0	-1	-1	-2	-3	-13
130000	1	0.005	-12490.1	0	0	0	0	0	-1	-1	-2	-3	-13
131000	1	0.01	-12580.7	0	0	0	0	0	-1	-2	-2	-3	-13
132000	1	0.05	-12330.7	0	0	0	0	0	-2	-2	-2	-3	-13
133000	1	0.05	-12460.2	0	0	0	0	0	-2	-2	-2	-3	-13
134000	1	0.1	-12403.6	0	0	0	0	-1	-2	-2	-2	-3	-13
135000	1	0.001	-12390.8	0	0	0	0	-1	-2	-2	-2	-4	-13
136000	1	0.001	-12531.6	0	0	0	0	-1	-2	-2	-2	-4	-13
137000	1	0.001	-12443.7	0	0	0	0	-1	-2	-2	-2	-5	-13
138000	1	0.01	-12580.6	0	0	0	0	-1	-2	-3	-2	-5	-13
139000	1	0.01	-12524.6	0	0	0	0	-1	-2	-3	-2	-5	-13
140000	1	0.005	-12599.5	0	0	0	0	-1	-2	-3	-3	-5	-13
141000	1	0.005	-12538.2	0	0	0	0	-1	-2	-3	-4	-5	-13
142000	1	0.005	-12478.8	0	0	0	0	-1	-2	-3	-4	-5	-13
143000	1	0.01	-12376.4	0	0	0	0	-1	-2	-4	-4	-5	-13
144000	1	0.005	-12262	0	0	0	0	-1	-2	-4	-5	-5	-13
145000	1	0.005	-12479.9	0	0	0	0	-1	-2	-4	-5	-5	-13
146000	1	0.005	-12343.1	0	0	0	0	-1	-2	-4	-6	-5	-13
147000	1	0.01	-12344	0	0	0	0	-1	-2	-5	-6	-5	-13
148000	1	0.01	-12431.3	0	0	0	0	-1	-2	-5	-6	-5	-13
149000	1	0.05	-12504.2	0	0	0	0	-1	-3	-5	-6	-5	-13
150000	1	0.05	-12432.7	0	0	0	0	-1	-4	-5	-6	-5	-13
151000	1	0.05	-12577.4	0	0	0	0	-1	-4	-5	-6	-5	-13
152000	1	0.01	-12374.3	0	0	0	0	-1	-4	-6	-6	-5	-13
153000	1	0.001	-12392.9	0	0	0	0	-1	-4	-6	-6	-6	-13
154000	1	0.001	-12359	0	0	0	0	-1	-4	-6	-6	-6	-13
155000	1	0.001	-12376.6	0	0	0	0	-1	-4	-6	-6	-7	-13
156000	1	0.001	-12321.3	0	0	0	0	-1	-4	-6	-6	-8	-13
157000	1	0.001	-12459.5	0	0	0	0	-1	-4	-6	-6	-8	-13
158000	1	0.001	-12406.7	0	0	0	0	-1	-4	-6	-6	-9	-13
159000	1	0.001	-12594.3	0	0	0	0	-1	-4	-6	-6	-10	-13
160000	1	0.001	-12527.4	0	0	0	0	-1	-4	-6	-6	-10	-13
161000	1	0.005	-12469	0	0	0	0	-1	-4	-6	-7	-10	-13
162000	1	0.005	-12299.7	0	0	0	0	-1	-4	-6	-8	-10	-13
163000	1	0.005	-12487.2	0	0	0	0	-1	-4	-6	-8	-10	-13
164000	1	0.005	-12524.4	0	0	0	0	-1	-4	-6	-9	-10	-13
165000	1	0.01	-12508.5	0	0	0	0	-1	-4	-7	-9	-10	-13
166000	1	0.01	-12480.9	0	0	0	0	-1	-4	-7	-9	-10	-13
167000	1	0.05	-12616.8	0	0	0	0	-1	-5	-7	-9	-10	-13
168000	1	0.1	-12415.6	0	0	0	0	-2	-5	-7	-9	-10	-13
169000	1	0.1	-12329.8	0	0	0	0	-2	-5	-7	-9	-10	-13
170000	1	0.1	-12300.7	0	0	0	0	-3	-5	-7	-9	-10	-13
171000	1	1	-12338.9	0	1	1	1	-2	-4	-6	-8	-9	-12
172000	1	1	-12474.2	0	1	1	1	-2	-4	-6	-8	-9	-12
173000	1	0.75	-12459.3	0	0	1	1	-2	-4	-6	-8	-9	-12
174000	1	0.5	-12501.8	0	0	0	1	-2	-4	-6	-8	-9	-12
175000	1	0.5	-12551	0	0	0	1	-2	-4	-6	-8	-9	-12
176000	1	0.75	-12528.2	0	-1	0	1	-2	-4	-6	-8	-9	-12
177000	1	1	-12428.1	0	0	1	2	-1	-3	-5	-7	-8	-11
178000	1	1	-12522.5	0	0	1	2	-1	-3	-5	-7	-8	-11
179000	1	1	-12528.3	0	1	2	3	0	-2	-4	-6	-7	-10
180000	1	1	-12750.6	0	2	3	4	1	-1	-3	-5	-6	-9
181000	1	1	-12540.7	0	2	3	4	1	-1	-3	-5	-6	-9
182000	1	0.75	-12583.3	0	1	3	4	1	-1	-3	-5	-6	-9
183000	1	0.75	-12432	0	0	3	4	1	-1	-3	-5	-6	-9
184000	1	0.75	-12426.4	0	0	3	4	1	-1	-3	-5	-6	-9
185000	1	0.3	-12483.6	0	0	3	3	1	-1	-3	-5	-6	-9
186000	1	1	-12231.7	0	1	4	4	2	0	-2	-4	-5	-8
187000	1	1	-12490.7	0	1	4	4	2	0	-2	-4	-5	-8
188000	1	0.5	-12351.7	0	1	3	4	2	0	-2	-4	-5	-8
189000	1	0.5	-12280.1	0	1	2	4	2	0	-2	-4	-5	-8
190000	1	0.5	-12526.6	0	1	2	4	2	0	-2	-4	-5	-8
191000	1	0.3	-12472.7	0	1	2	3	2	0	-2	-4	-5	-8
192000	1	0.5	-12568.7	0	1	1	3	2	0	-2	-4	-5	-8
193000	1	0.5	-12275.2	0	1	1	3	2	0	-2	-4	-5	-8
194000	1	0.3	-12443.8	0	1	1	2	2	0	-2	-4	-5	-8
195000	1	1	-12488.4	0	2	2	3	3	1	-1	-3	-4	-7
196000	1	1	-12400.6	0	2	2	3	3	1	-1	-3	-4	-7
197000	1	0.75	-12599.8	0	1	2	3	3	1	-1	-3	-4	-7
198000	1	1	-12355.2	0	2	3	4	4	2	0	-2	-3	-6
199000	1	1	-12428.7	0	2	3	4	4	2	0	-2	-3	-6
200000	1	0.5	-12418.2	0	2	2	4	4	2	0	-2	-3	-6
201000	1	1	-12527.3	0	3	3	5	5	3	1	-1	-2	-5
202000	1	1	-12497.8	0	3	3	5	5	3	1	-1	-2	-5
203000	1	0.75	-12320.7	0	2	3	5	5	3	1	-1	-2	-5
204000	1	0.1	-12226.2	0	2	3	5	4	3	1	-1	-2	-5
205000	1	0.1	-12288.1	0	2	3	5	4	3	1	-1	-2	-5
206000	1	0.1	-12263.7	0	2	3	5	3	3	1	-1	-2	-5
207000	1	0.5	-12219	0	2	2	5	3	3	1	-1	-2	-5
208000	1	0.5	-12561.7	0	2	2	5	3	3	1	-1	-2	-5
209000	1	0.75	-12717	0	1	2	5	3	3	1	-1	-2	-5
210000	1	0.3	-12578.8	0	1	2	4	3	3	1	-1	-2	-5
211000	1	0.3	-12443.4	0	1	2	4	3	3	1	-1	-2	-5
212000	1	0.75	-12380.9	0	0	2	4	3	3	1	-1	-2	-5
213000	1	0.1	-12315.7	0	0	2	4	2	3	1	-1	-2	-5
214000	1	0.1	-12466.3	0	0	2	4	2	3	1	-1	-2	-5
215000	1	0.05	-12527.2	0	0	2	4	2	2	1	-1	-2	-5
216000	1	0.05	-12356.2	0	0	2	4	2	1	1	-1	-2	-5
217000	1	0.05	-12401.3	0	0	2	4	2	1	1	-1	-2	-5
218000	1	0.005	-12254.8	0	0	2	4	2	1	1	-2	-2	-5
219000	1	0.01	-12581.6	0	0	2	4	2	1	0	-2	-2	-5
220000	1	0.01	-12495.8	0	0	2	4	2	1	0	-2	-2	-5
221000	1	0.005	-12526.5	0	0	2	4	2	1	0	-3	-2	-5
222000	1	0.01	-12570.5	0	0	2	4	2	1	-1	-3	-2	-5
223000	1	0.01	-12528.3	0	0	2	4	2	1	-1	-3	-2	-5
224000	1	0.001	-12345.3	0	0	2	4	2	1	-1	-3	-3	-5
225000	1	0.001	-12544	0	0	2	4	2	1	-1	-3	-4	-5
226000	1	0.001	-12651	0	0	2	4	2	1	-1	-3	-4	-5
227000	1	0.001	-12437.5	0	0	2	4	2	1	-1	-3	-5	-5
228000	1	0.01	-12563.4	0	0	2	4	2	1	-2	-3	-5	-5
229000	1	0.01	-12550.7	0	0	2	4	2	1	-2	-3	-5	-5
230000	1	0.005	-12470.8	0	0	2	4	2	1	-2	-4	-5	-5
231000	1	0.005	-12466.8	0	0	2	4	2	1	-2	-5	-5	-5
232000	1	0.005	-12396.2	0	0	2	4	2	1	-2	-5	-5	-5
233000	1	0.01	-12367.4	0	0	2	4	2	1	-3	-5	-5	-5
234000	1	0.05	-12432.9	0	0	2	4	2	0	-3	-5	-5	-5
235000	1	0.05	-12617.7	0	0	2	4	2	0	-3	-5	-5	-5
236000	1	0.001	-12430.9	0	0	2	4	2	0	-3	-5	-6	-5
237000	1	0	-12526.3	0	0	2	4	2	0	-3	-5	-6	-6
238000	1	0	-12557.2	0	0	2	4	2	0	-3	-5	-6	-6
239000	1	0	-12390.4	0	0	2	4	2	0	-3	-5	-6	-7
240000	1	0	-12639.2	0	0	2	4	2	0	-3	-5	-6	-8
241000	1	0	-12583.7	0	0	2	4	2	0	-3	-5	-6	-8
242000	1	0	-12589.4	0	0	2	4	2	0	-3	-5	-6	-9
243000	1	0	-12226.5	0	0	2	4	2	0	-3	-5	-6	-10
244000	1	0	-12353.8	0	0	2	4	2	0	-3	-5	-6	-10
245000	1	0	-12517.9	0	0	2	4	2	0	-3	-5	-6	-11
246000	1	0	-12478.4	0	0	2	4	2	0	-3	-5	-6	-12
247000	1	0	-12506.4	0	0	2	4	2	0	-3	-5	-6	-12
248000	1	0.001	-12381.2	0	0	2	4	2	0	-3	-5	-7	-12
249000	1	0.001	-12435.2	0	0	2	4	2	0	-3	-5	-8	-12
250000	1	0.001	-12497.8	0	0	2	4	2	0	-3	-5	-8	-12
251000	1	0.001	-12607.1	0	0	2	4	2	0	-3	-5	-9	-12
252000	1	0.005	-12345.4	0	0	2	4	2	0	-3	-6	-9	-12
253000	1	0.005	-12349	0	0	2	4	2	0	-3	-6	-9	-12
254000	1	0.001	-12255.2	0	0	2	4	2	0	-3	-6	-10	-12
255000	1	0.005	-12268.8	0	0	2	4	2	0	-3	-7	-10	-12
256000	1	0.005	-12316.5	0	0	2	4	2	0	-3	-7	-10	-12
257000	1	0.001	-12453.8	0	0	2	4	2	0	-3	-7	-11	-12
258000	1	0.005	-12303.9	0	0	2	4	2	0	-3	-8	-11	-12
259000	1	0.005	-12619.5	0	0	2	4	2	0	-3	-8	-11	-12
260000	1	0.05	-12411.2	0	0	2	4	2	-1	-3	-8	-11	-12
261000	1	0.05	-12581.5	0	0	2	4	2	-2	-3	-8	-11	-12
262000	1	0.05	-12328.1	0	0	2	4	2	-2	-3	-8	-11	-12
263000	1	0.3	-12441.4	0	0	2	3	2	-2	-3	-8	-11	-12
264000	1	0.1	-12398.2	0	0	2	3	1	-2	-3	-8	-11	-12
265000	1	0.1	-12381.7	0	0	2	3	1	-2	-3	-8	-11	-12
266000	1	0.1	-12462.2	0	0	2	3	0	-2	-3	-8	-11	-12
267000	1	0.5	-12559.3	0	0	1	3	0	-2	-3	-8	-11	-12
268000	1	0.5	-12613.2	0	0	1	3	0	-2	-3	-8	-11	-12
269000	1	0.3	-12752.5	0	0	1	2	0	-2	-3	-8	-11	-12
270000	1	1	-12663.6	0	1	2	3	1	-1	-2	-7	-10	-11
271000	1	1	-12619.2	0	1	2	3	1	-1	-2	-7	-10	-11
272000	1	0.3	-12474	0	1	2	2	1	-1	-2	-7	-10	-11
273000	1	0.75	-12437	0	0	2	2	1	-1	-2	-7	-10	-11
274000	1	0.75	-12360.5	0	0	2	2	1	-1	-2	-7	-10	-11
275000	1	1	-12455.2	0	1	3	3	2	0	-1	-6	-9	-10
276000	1	0.5	-12378.2	0	1	2	3	2	0	-1	-6	-9	-10
277000	1	0.5	-12554.8	0	1	2	3	2	0	-1	-6	-9	-10
278000	1	1	-12367.1	0	2	3	4	3	1	0	-5	-8	-9
279000	1	1	-12445	0	3	4	5	4	2	1	-4	-7	-8
280000	1	1	-12426.2	0	3	4	5	4	2	1	-4	-7	-8
281000	1	0.75	-12406.9	0	2	4	5	4	2	1	-4	-7	-8
282000	1	0.5	-12392.8	0	2	3	5	4	2	1	-4	-7	-8
283000	1	0.5	-12251.7	0	2	3	5	4	2	1	-4	-7	-8
284000	1	0.1	-12280.7	0	2	3	5	3	2	1	-4	-7	-8
285000	1	0.3	-12399.2	0	2	3	4	3	2	1	-4	-7	-8
286000	1	0.3	-12345.3	0	2	3	4	3	2	1	-4	-7	-8
287000	1	1	-12468.4	0	3	4	5	4	3	2	-3	-6	-7
288000	1	0.1	-12473.3	0	3	4	5	3	3	2	-3	-6	-7
289000	1	0.1	-12514.5	0	3	4	5	3	3	2	-3	-6	-7
290000	1	0.05	-12484.1	0	3	4	5	3	2	2	-3	-6	-7
291000	1	0.1	-12412.9	0	3	4	5	2	2	2	-3	-6	-7
292000	1	0.1	-12485.4	0	3	4	5	2	2	2	-3	-6	-7
293000	1	0.3	-12367.4	0	3	4	4	2	2	2	-3	-6	-7
294000	1	0.3	-12441.7	0	3	4	3	2	2	2	-3	-6	-7
295000	1	0.3	-12429.1	0	3	4	3	2	2	2	-3	-6	-7
296000	1	0.75	-12427.7	0	2	4	3	2	2	2	-3	-6	-7
297000	1	0.5	-12499.7	0	2	3	3	2	2	2	-3	-6	-7
298000	1	0.5	-12341.4	0	2	3	3	2	2	2	-3	-6	-7
299000	1	0.75	-12359.1	0	1	3	3	2	2	2	-3	-6	-7
300000	1	0.5	-12462.5	0	1	2	3	2	2	2	-3	-6	-7
301000	1	0.5	-12325.6	0	1	2	3	2	2	2	-3	-6	-7
302000	1	0.5	-12539.9	0	1	1	3	2	2	2	-3	-6	-7
303000	1	0.3	-12443	0	1	1	2	2	2	2	-3	-6	-7
304000	1	0.3	-12420.6	0	1	1	2	2	2	2	-3	-6	-7
305000	1	0.75	-12448.3	0	0	1	2	2	2	2	-3	-6	-7
306000	1	0.05	-12488.4	0	0	1	2	2	1	2	-3	-6	-7
307000	1	0.05	-12518.2	0	0	1	2	2	1	2	-3	-6	-7
308000	1	1	-12406.5	0	1	2	3	3	2	3	-2	-5	-6
309000	1	1	-12302.1	0	2	3	4	4	3	4	-1	-4	-5
310000	1	1	-12393.5	0	2	3	4	4	3	4	-1	-4	-5
311000	1	0.5	-12488.4	0	2	2	4	4	3	4	-1	-4	-5
312000	1	0.3	-12479.9	0	2	2	3	4	3	4	-1	-4	-5
313000	1	0.3	-12483.8	0	2	2	3	4	3	4	-1	-4	-5
314000	1	0.75	-12721.7	0	1	2	3	4	3	4	-1	-4	-5
315000	1	1	-12410.6	0	2	3	4	5	4	5	0	-3	-4
316000	1	1	-12459.1	0	2	3	4	5	4	5	0	-3	-4
317000	1	0.5	-12477.2	0	2	2	4	5	4	5	0	-3	-4
318000	1	0.3	-12260.2	0	2	2	3	5	4	5	0	-3	-4
319000	1	0.3	-12374.1	0	2	2	3	5	4	5	0	-3	-4
320000	1	0.75	-12331.4	0	1	2	3	5	4	5	0	-3	-4
321000	1	0.01	-12259.2	0	1	2	3	5	4	4	0	-3	-4
322000	1	0.01	-12422.2	0	1	2	3	5	4	4	0	-3	-4
323000	1	0.01	-12630.3	0	1	2	3	5	4	3	0	-3	-4
324000	1	0.01	-12500.8	0	1	2	3	5	4	2	0	-3	-4
325000	1	0.01	-12242.3	0	1	2	3	5	4	2	0	-3	-4
326000	1	0.05	-12370.5	0	1	2	3	5	3	2	0	-3	-4
327000	1	0.1	-12512.9	0	1	2	3	4	3	2	0	-3	-4
328000	1	0.1	-12417.7	0	1	2	3	4	3	2	0	-3	-4
329000	1	0.1	-12523.9	0	1	2	3	3	3	2	0	-3	-4
330000	1	0.3	-12571.8	0	1	2	2	3	3	2	0	-3	-4
331000	1	0.3	-12627.6	0	1	2	2	3	3	2	0	-3	-4
332000	1	0.05	-12527.9	0	1	2	2	3	2	2	0	-3	-4
333000	1	0.005	-12460.1	0	1	2	2	3	2	2	-1	-3	-4
334000	1	0.005	-12452.4	0	1	2	2	3	2	2	-1	-3	-4
335000	1	0.05	-12184.3	0	1	2	2	3	1	2	-1	-3	-4
336000	1	0.01	-12260.5	0	1	2	2	3	1	1	-1	-3	-4
337000	1	0.01	-12412.7	0	1	2	2	3	1	1	-1	-3	-4
338000	1	0.1	-12351	0	1	2	2	2	1	1	-1	-3	-4
339000	1	0.01	-12471.1	0	1	2	2	2	1	0	-1	-3	-4
340000	1	0.01	-12458.4	0	1	2	2	2	1	0	-1	-3	-4
341000	1	0.01	-12541.7	0	1	2	2	2	1	-1	-1	-3	-4
342000	1	0.005	-12450	0	1	2	2	2	1	-1	-2	-3	-4
343000	1	0.005	-12583.1	0	1	2	2	2	1	-1	-2	-3	-4
344000	1	0.001	-12445	0	1	2	2	2	1	-1	-2	-4	-4
345000	1	0.01	-12177.8	0	1	2	2	2	1	-2	-2	-4	-4
346000	1	0.01	-12422.8	0	1	2	2	2	1	-2	-2	-4	-4
347000	1	0.05	-12358.4	0	1	2	2	2	0	-2	-2	-4	-4
348000	1	0.1	-12397	0	1	2	2	1	0	-2	-2	-4	-4
349000	1	0.1	-12458.9	0	1	2	2	1	0	-2	-2	-4	-4
350000	1	0.5	-12694.4	0	1	1	2	1	0	-2	-2	-4	-4
351000	1	0.05	-12481.6	0	1	1	2	1	-1	-2	-2	-4	-4
352000	1	0.05	-12290	0	1	1	2	1	-1	-2	-2	-4	-4
353000	1	0.3	-12460.4	0	1	1	1	1	-1	-2	-2	-4	-4
354000	1	0.5	-12543.5	0	1	0	1	1	-1	-2	-2	-4	-4
355000	1	0.5	-12503.1	0	1	0	1	1	-1	-2	-2	-4	-4
356000	1	0.1	-12565.4	0	1	0	1	0	-1	-2	-2	-4	-4
357000	1	0.3	-12478.4	0	1	0	0	0	-1	-2	-2	-4	-4
358000	1	0.3	-12391.6	0	1	0	0	0	-1	-2	-2	-4	-4
359000	1	0.75	-12495.2	0	0	0	0	0	-1	-2	-2	-4	-4
360000	1	1	-12757.4	0	1	1	1	1	0	-1	-1	-3	-3
361000	1	1	-12624.1	0	1	1	1	1	0	-1	-1	-3	-3
362000	1	1	-12422.4	0	2	2	2	2	1	0	0	-2	-2
363000	1	0.75	-12643.4	0	1	2	2	2	1	0	0	-2	-2
364000	1	0.75	-12527.5	0	1	2	2	2	1	0	0	-2	-2
365000	1	1	-12527.4	0	2	3	3	3	2	1	1	-1	-1
366000	1	0.3	-12318.3	0	2	3	2	3	2	1	1	-1	-1
367000	1	0.3	-12439.6	0	2	3	2	3	2	1	1	-1	-1
368000	1	0.75	-12467.7	0	1	3	2	3	2	1	1	-1	-1
369000	1	0.5	-12458.9	0	1	2	2	3	2	1	1	-1	-1
370000	1	0.5	-12349.9	0	1	2	2	3	2	1	1	-1	-1
371000	1	0.75	-12524.3	0	0	2	2	3	2	1	1	-1	-1
372000	1	0.3	-12531.9	0	0	2	1	3	2	1	1	-1	-1
373000	1	0.3	-12317.4	0	0	2	1	3	2	1	1	-1	-1
374000	1	0.5	-12482.6	0	0	1	1	3	2	1	1	-1	-1
375000	1	1	-12392	0	1	2	2	4	3	2	2	0	0
376000	1	1	-12347.7	0	1	2	2	4	3	2	2	0	0
377000	1	0.1	-12465.3	0	1	2	2	3	3	2	2	0	0
378000	1	0.1	-12515.6	0	1	2	2	2	3	2	2	0	0
379000	1	0.1	-12456.1	0	1	2	2	2	3	2	2	0	0
380000	1	0.75	-12516.7	0	0	2	2	2	3	2	2	0	0
381000	1	0.5	-12589.3	0	0	1	2	2	3	2	2	0	0
382000	1	0.5	-12587.7	0	0	1	2	2	3	2	2	0	0
383000	1	1	-12358.6	0	1	2	3	3	4	3	3	1	1
384000	1	1	-12318.7	0	2	3	4	4	5	4	4	2	2
385000	1	1	-12498.7	0	2	3	4	4	5	4	4	2	2
386000	1	0.3	-12340.8	0	2	3	3	4	5	4	4	2	2
387000	1	0.05	-12387.5	0	2	3	3	4	4	4	4	2	2
388000	1	0.05	-12275.9	0	2	3	3	4	4	4	4	2	2
389000	1	0.01	-12236.7	0	2	3	3	4	4	3	4	2	2
390000	1	0.005	-12414.6	0	2	3	3	4	4	3	3	2	2
391000	1	0.005	-12342.2	0	2	3	3	4	4	3	3	2	2
392000	1	0.005	-12385.2	0	2	3	3	4	4	3	2	2	2
393000	1	0.1	-12380.8	0	2	3	3	3	4	3	2	2	2
394000	1	0.1	-12423.4	0	2	3	3	3	4	3	2	2	2
395000	1	0.05	-12552.4	0	2	3	3	3	3	3	2	2	2
396000	1	0.01	-12686.1	0	2	3	3	3	3	2	2	2	2
397000	1	0.01	-12376.5	0	2	3	3	3	3	2	2	2	2
398000	1	0.005	-12421.4	0	2	3	3	3	3	2	1	2	2
399000	1	0.1	-12503.3	0	2	3	3	2	3	2	1	2	2
400000	1	0.1	-12551.8	0	2	3	3	2	3	2	1	2	2
401000	1	0.05	-12518.2	0	2	3	3	2	2	2	1	2	2
402000	1	0.01	-12483.4	0	2	3	3	2	2	1	1	2	2
403000	1	0.01	-12310.2	0	2	3	3	2	2	1	1	2	2
404000	1	0.001	-12231.7	0	2	3	3	2	2	1	1	1	2
405000	1	0	-12501.8	0	2	3	3	2	2	1	1	1	1
406000	1	0	-12380.7	0	2	3	3	2	2	1	1	1	1
407000	1	0	-12489.8	0	2	3	3	2	2	1	1	1	0
408000	1	0	-12446.3	0	2	3	3	2	2	1	1	1	-1
409000	1	0	-12469.6	0	2	3	3	2	2	1	1	1	-1
410000	1	0	-12576.4	0	2	3	3	2	2	1	1	1	-2
411000	1	0.001	-12264.6	0	2	3	3	2	2	1	1	0	-2
412000	1	0.001	-12385.8	0	2	3	3	2	2	1	1	0	-2
413000	1	0.01	-12368.7	0	2	3	3	2	2	0	1	0	-2
414000	1	0.05	-12449.5	0	2	3	3	2	1	0	1	0	-2
415000	1	0.05	-12442.3	0	2	3	3	2	1	0	1	0	-2
416000	1	0.001	-12495.9	0	2	3	3	2	1	0	1	-1	-2
417000	1	0.001	-12523.3	0	2	3	3	2	1	0	1	-2	-2
418000	1	0.001	-12380.8	0	2	3	3	2	1	0	1	-2	-2
419000	1	0	-12415.8	0	2	3	3	2	1	0	1	-2	-3
420000	1	0.01	-12556.4	0	2	3	3	2	1	-1	1	-2	-3
421000	1	0.01	-12493.5	0	2	3	3	2	1	-1	1	-2	-3
422000	1	0.005	-12406.5	0	2	3	3	2	1	-1	0	-2	-3
423000	1	0.005	-12422.7	0	2	3	3	2	1	-1	-1	-2	-3
424000	1	0.005	-12588.3	0	2	3	3	2	1	-1	-1	-2	-3
425000	1	0	-12333.8	0	2	3	3	2	1	-1	-1	-2	-4
426000	1	0.001	-12343.7	0	2	3	3	2	1	-1	-1	-3	-4
427000	1	0.001	-12297.1	0	2	3	3	2	1	-1	-1	-3	-4
428000	1	0.001	-12517	0	2	3	3	2	1	-1	-1	-4	-4
429000	1	0	-12409	0	2	3	3	2	1	-1	-1	-4	-5
430000	1	0	-12633	0	2	3	3	2	1	-1	-1	-4	-5
431000	1	0	-12381.4	0	2	3	3	2	1	-1	-1	-4	-6
432000	1	0	-12435.7	0	2	3	3	2	1	-1	-1	-4	-7
433000	1	0	-12409.4	0	2	3	3	2	1	-1	-1	-4	-7
434000	1	0	-12569.3	0	2	3	3	2	1	-1	-1	-4	-8
435000	1	0	-12492.8	0	2	3	3	2	1	-1	-1	-4	-9
436000	1	0	-12621.6	0	2	3	3	2	1	-1	-1	-4	-9
437000	1	0	-12432.3	0	2	3	3	2	1	-1	-1	-4	-10
438000	1	0	-12673	0	2	3	3	2	1	-1	-1	-4	-11
439000	1	0	-12513.5	0	2	3	3	2	1	-1	-1	-4	-11
440000	1	0.001	-12387.7	0	2	3	3	2	1	-1	-1	-5	-11
441000	1	0.005	-12271	0	2	3	3	2	1	-1	-2	-5	-11
442000	1	0.005	-12466.6	0	2	3	3	2	1	-1	-2	-5	-11
443000	1	0.01	-12468.4	0	2	3	3	2	1	-2	-2	-5	-11
444000	1	0.005	-12428.4	0	2	3	3	2	1	-2	-3	-5	-11
445000	1	0.005	-12473.5	0	2	3	3	2	1	-2	-3	-5	-11
446000	1	0.005	-12632.3	0	2	3	3	2	1	-2	-4	-5	-11
447000	1	0.01	-12555.4	0	2	3	3	2	1	-3	-4	-5	-11
448000	1	0.01	-12664.9	0	2	3	3	2	1	-3	-4	-5	-11
449000	1	0.05	-12539.2	0	2	3	3	2	0	-3	-4	-5	-11
450000	1	0.5	-12569.6	0	2	2	3	2	0	-3	-4	-5	-11
451000	1	0.5	-12431.1	0	2	2	3	2	0	-3	-4	-5	-11
452000	1	0.75	-12488.8	0	1	2	3	2	0	-3	-4	-5	-11
453000	1	0.75	-12652.9	0	0	2	3	2	0	-3	-4	-5	-11
454000	1	0.75	-12477.7	0	0	2	3	2	0	-3	-4	-5	-11
455000	1	0.3	-12511.2	0	0	2	2	2	0	-3	-4	-5	-11
456000	1	0.3	-12525.3	0	0	2	1	2	0	-3	-4	-5	-11
457000	1	0.3	-12421.1	0	0	2	1	2	0	-3	-4	-5	-11
458000	1	0.1	-12440.8	0	0	2	1	1	0	-3	-4	-5	-11
459000	1	1	-12466.1	0	1	3	2	2	1	-2	-3	-4	-10
460000	1	1	-12341.2	0	1	3	2	2	1	-2	-3	-4	-10
461000	1	1	-12373.5	0	2	4	3	3	2	-1	-2	-3	-9
462000	1	0.75	-12467.1	0	1	4	3	3	2	-1	-2	-3	-9
463000	1	0.75	-12423.6	0	1	4	3	3	2	-1	-2	-3	-9
464000	0.5	0.5	-12243.4	0	1	3	3	3	2	-1	-2	-3	-9
465000	0.5	0.5	-12381.8	0	1	2.5	3	3	2	-1	-2	-3	-9
466000	0.5	0.5	-12400.4	0	1	2.5	3	3	2	-1	-2	-3	-9
